City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Japura,8,ID,1554195600,59,-0.4162,102.2923,89.98,2.15
Redcliffe,92,GB,1554195600,94,51.4502,-2.5877,42.54,13.78
Lumut,68,ID,1554195600,95,-8.4576,120.3414,75.04,1.36
Gravdal,68,NO,1554195600,93,59.7913,5.7785,43.93,4.5
Longonjo,0,AO,1554195600,48,-12.9073,15.2489,82.83,3.71
Xining,64,CN,1554195600,20,36.6219,101.773,50.11,7.18
Sal Rei,20,CV,1554195600,97,16.1833,-22.9167,69.54,15.12
Dubai,76,AE,1554195600,65,25.2684,55.2962,87.37,4.38
Omsukchan,36,RU,1554195600,86,62.5333,155.8,21.49,3.49
Bonfim,0,BR,1554195600,98,-20.3269,-44.2386,61.92,4.16
Boa Vista,0,BR,1554195600,62,2.8213,-60.6724,79.8,12.77
Srednekolymsk,80,RU,1554195600,83,67.4555,153.7071,18.79,2.37
Sur,0,OM,1554195600,74,22.5702,59.5299,83.95,0.69
Klaksvik,68,FO,1554195600,100,62.2266,-6.5891,39.3,13
Haguenau,48,FR,1554195600,70,48.8172,7.7886,62.15,4.61
Fare,88,PF,1554195600,98,-16.7001,-151.0167,84.31,3.71
Linares,0,CL,1554195600,66,-35.846,-71.5982,45.34,1.92
Adoni,0,IN,1554195600,18,15.6253,77.2731,103.66,5.28
Ponta do Sol,8,BR,1554195600,93,-20.6335,-45.9989,59.11,1.92
Olavarria,44,AR,1554195600,95,-36.8928,-60.3226,66.75,6.73
Baykit,80,RU,1554195600,76,61.6784,96.3854,30.76,9.31
Senanga,0,ZM,1554195600,32,-16.1041,23.3018,91.06,8.75
Pfarrkirchen,44,DE,1554195600,75,48.4341,12.9397,54.48,4.38
Ayan,32,TR,1554195600,47,40.6712,33.598,47.59,3.71
Vila,88,IT,1554195600,44,45.1829,8.402,65.86,3.6
Royan,32,FR,1554195600,87,45.6245,-1.0288,55.23,13.67
Vardo,32,US,1554195600,49,39.6165,-77.7392,30.81,5.06
Vung Tau,0,VN,1554195600,85,10.3486,107.0765,85.48,15.57
Morwell,20,AU,1554195600,68,-38.2366,146.3994,64.72,3.38
Nouadhibou,0,MR,1554195600,95,20.931,-17.0347,64.24,8.52
Walvis Bay,0,NA,1554195600,100,-22.9544,14.5075,64.86,8.3
Victoria,0,BN,1554195600,95,5.2785,115.2423,86.99,13.11
Lasa,64,CY,1554195600,93,34.9245,32.5278,62.46,6.4
Los Llanos de Aridane,92,ES,1554195600,100,28.6585,-17.9183,57.48,10.09
Cockburn Town,12,TC,1554195600,100,21.4612,-71.1419,76.57,16.8
Hohhot,0,CN,1554195600,19,40.8106,111.6522,60.04,4.05
Bambous Virieux,80,MU,1554195600,84,-20.3428,57.7575,83.28,7.18
South River,56,CA,1554195600,75,47.5363,-53.2692,30.29,23.06
Picota,12,PE,1554195600,95,-6.9203,-76.3304,69.73,0.58
Zhangye,8,CN,1554195600,71,38.9365,100.4556,55.15,4.38
Nurlat,80,RU,1554195600,98,54.4297,50.802,36.16,8.63
Mbuji-Mayi,8,CD,1554195600,59,-6.1259,23.5998,91.63,8.08
Bontang,24,ID,1554195600,89,0.1237,117.4717,84.76,4.83
Coahuayana,0,MX,1554195600,71,18.6201,-100.3453,52.18,1.59
La Orilla,0,MX,1554195600,100,17.9994,-102.2268,63.43,2.82
Pokhara,8,NP,1554195600,82,28.2095,83.9914,64.15,2.37
Indianola,20,US,1554195600,84,40.2358,-100.4182,31.02,3.6
Dickinson,0,US,1554195600,81,46.8792,-102.7897,32.04,13.78
Charlestown,0,US,1554195600,100,41.3832,-71.6418,33.72,3.6
Saldanha,8,PT,1554195600,53,41.4184,-6.5524,56.41,3.94
Saint-Pierre,76,FR,1554195600,58,48.9455,4.2446,56.34,9.53
San Isidro,44,PH,1554195600,58,16.7353,121.6307,83.32,7.18
Port-de-Bouc,88,FR,1554195600,100,43.4031,4.9807,55.32,5.84
Burnie,0,AU,1554195600,100,-41.0524,145.9064,62.16,9.75
Erenhot,0,CN,1554195600,32,43.6511,111.9704,56.5,8.63
Svetlogorsk,80,RU,1554195600,73,53.1375,59.1545,48.75,4.72
Namibe,0,AO,1554195600,98,-15.1902,12.1531,80.8,5.28
Maniitsoq,92,GL,1554195600,88,65.4167,-52.9001,25.18,8.75
Abu Dhabi,88,AE,1554195600,67,24.4748,54.3706,85.19,3.49
Rio Bonito,0,BR,1554195600,93,-22.7109,-42.6272,69.75,2.71
Innisfail,0,CA,1554195600,81,52.0201,-113.9495,24.84,3.6
Sisimiut,68,GL,1554195600,93,66.9395,-53.6735,13.39,5.5
Belyy Yar,32,RU,1554195600,53,53.6039,91.3903,59.95,7.96
Shitanjing,24,CN,1554195600,13,39.2342,106.3439,59.92,3.71
Kroya,80,ID,1554195600,93,-6.495,108.0629,78.64,2.04
Labuhan,12,ID,1554195600,73,-2.5409,115.5092,82.51,2.82
Kholmogory,44,RU,1554195600,72,64.227,41.6512,36.03,6.96
Ust-Uda,0,RU,1554195600,53,54.1748,103.0282,42.73,4.61
Komsomolskiy,80,RU,1554195600,98,67.5537,63.776,26.98,14.45
Dnestrovsc,0,MD,1554195600,35,46.6222,29.9133,50.88,17.47
Poso,24,ID,1554195600,100,-1.4012,120.7496,81.52,2.71
Gazojak,48,TM,1554195600,61,41.1875,61.4036,70.54,11.77
Bantul,92,ID,1554195600,85,-7.8878,110.3274,86.63,4.38
Phetchabun,36,TH,1554195600,73,16.4165,101.1595,88.65,2.59
Coquimbo,88,CL,1554195600,100,-29.9532,-71.3381,59.1,1.36
Bilma,0,NE,1554195600,22,18.6929,12.9187,88.18,9.98
Carballo,88,ES,1554195600,97,43.2134,-8.6889,52.99,3.38
Suwalki,0,PL,1554195600,59,54.1118,22.9309,53.78,11.65
Barre,0,US,1554195600,62,44.1975,-72.5023,20.58,3.15
Lalibela,20,ET,1554195600,58,12.0356,39.0462,70.27,2.71
Toguchin,0,RU,1554195600,90,55.2377,84.4025,46.87,22.73
Galle,0,US,1554195600,74,29.7383,-97.9142,35.7,2.93
Kjopsvik,92,NO,1554195600,100,68.097,16.3742,37.74,15.46
Cuddapah,8,IN,1554195600,21,14.4667,78.8167,103.38,3.94
Onokhino,0,RU,1554195600,84,56.925,65.5394,41.81,6.62
Dali,0,CN,1554195600,59,25.6024,100.2449,62.89,5.95
Mikhaylovsk,48,RU,1554195600,56,56.4445,59.1242,41.74,2.93
Kotri,0,PK,1554195600,21,25.3635,68.3069,105.91,7.18
Quelimane,20,MZ,1554195600,70,-17.8776,36.8902,88.59,6.73
Obala,20,CM,1554195600,76,4.1657,11.5346,82.99,7.74
Tolosa,8,ES,1554195600,91,43.1386,-2.0724,53.71,2.93
Martapura,64,ID,1554195600,93,-3.4055,114.8478,83.5,4.5
Humboldt,24,CA,1554195600,65,52.2059,-105.1172,22.93,11.43
Penzance,68,GB,1554195600,100,50.1213,-5.533,46.23,19.15
Klyuchi,0,RU,1554195600,46,52.2549,79.1714,60.01,11.1
Wattegama,44,LK,1554195600,84,7.3513,80.6826,79.81,4.5
Kieta,92,PG,1554195600,100,-6.2167,155.6333,77.2,4.27
Ashland,64,US,1554195600,65,38.4784,-82.638,30.12,2.37
Severnyy-Kospashskiy,0,RU,1554195600,83,59.0925,57.8008,36.34,8.19
Takoradi,0,GH,1554195600,91,4.8874,-1.752,84.49,4.72
Sinnamary,36,GF,1554195600,96,5.3772,-52.9574,79.45,10.31
Zhirnovsk,92,RU,1554195600,100,50.9788,44.7789,43.81,10.2
Sambava,20,MG,1554195600,100,-14.2667,50.1667,84.67,9.42
Hare Bay,20,CA,1554195600,76,48.8649,-53.9932,27.95,26.75
Mutis,92,CO,1554195600,100,6.2262,-77.4044,73.24,2.04
Vincennes,36,US,1554195600,65,38.6773,-87.5287,32.63,4.16
Saint George,0,GR,1554195600,36,39.4548,22.34,71.42,7.63
Naberera,12,TZ,1554195600,90,-4.2,36.9333,75.4,4.38
Lorengau,68,PG,1554195600,93,-2.0226,147.2712,84.13,10.76
La Ronge,36,CA,1554195600,49,55.1004,-105.3013,20.4,8.41
Buin,0,CL,1554195600,77,-33.732,-70.742,60.15,3.6
Pocone,12,BR,1554195600,91,-16.2567,-56.6228,74.5,2.93
Muscat,0,OM,1554195600,65,23.5998,58.5451,94.59,2.71
San Patricio,48,PY,1554195600,91,-26.9767,-56.8274,67.03,2.15
Natal,48,BR,1554195600,99,-5.8054,-35.2081,74.4,5.73
Vestmannaeyjar,0,IS,1554195600,99,63.4427,-20.2734,33.09,20.83
Timizart,8,DZ,1554195600,76,36.7978,4.2462,58.48,2.59
Miri,0,NG,1554195600,21,10.3127,9.7453,89.17,7.74
Santiago,0,CL,1554195600,77,-33.4378,-70.6505,59.5,3.6
Avdon,64,IL,1554195600,93,33.0478,35.1789,59.29,4.61
Verkhnyaya Inta,80,RU,1554195600,70,65.9884,60.3234,28.15,10.98
Hambantota,0,LK,1554195600,93,6.1241,81.1185,90.79,6.73
Meulaboh,48,ID,1554195600,100,4.1363,96.1285,82.33,1.92
Shimanovsk,0,RU,1554195600,33,52.0006,127.6716,39.22,7.29
Ranfurly,8,CA,1554195600,76,53.4085,-111.6805,24.91,9.98
Severomuysk,68,RU,1554195600,71,56.1721,113.5746,20.86,3.71
Nantucket,0,US,1554195600,100,41.2835,-70.0995,37.68,2.93
Paragominas,68,BR,1554195600,97,-2.9957,-47.3549,73.42,2.82
Marsa Matruh,32,EG,1554195600,59,31.3525,27.2453,71.26,7.18
Nanlong,32,CN,1554195600,83,31.3475,106.0519,62.26,7.4
Puerto Colombia,76,CO,1554195600,93,10.9891,-74.9555,77.19,7.18
Roald,88,NO,1554195600,80,62.5838,6.1242,40.92,2.48
Palmer,24,US,1554195600,78,61.5996,-149.1111,25.52,1.7
Conceicao da Barra,24,BR,1554195600,100,-18.5934,-39.7323,76.3,5.28
Mandan,24,US,1554195600,82,46.8264,-100.8898,29.73,10.54
Iroquois,56,US,1554195600,72,40.8275,-87.582,36.57,10.65
Garden City,0,US,1554195600,93,40.7266,-73.6344,31.01,7.18
Vostok,64,RU,1554195600,50,46.448,135.8294,29.23,4.16
Iquique,68,CL,1554195600,100,-20.2209,-70.1431,67.15,3.94
Pula,80,EC,1554195600,92,-1.95,-79.9334,75.24,2.59
Tazovskiy,92,RU,1554195600,100,67.4667,78.7,26.53,4.61
Mantua,76,IT,1554195600,46,45.1567,10.7917,69.17,6.17
Godfrey,36,US,1554195600,69,38.9556,-90.1868,35.6,8.97
Verkhnevilyuysk,20,RU,1554195600,55,63.4499,120.3137,38.14,7.63
Samarai,64,PG,1554195600,100,-10.6167,150.6667,81.43,11.21
Smirnykh,36,RU,1554195600,72,49.7424,142.832,23.56,5.73
Lawrence,44,US,1554195600,63,38.9719,-95.236,40.95,11.99
Begamganj,0,IN,1554195600,22,23.6,78.3333,99.43,6.29
Yelatma,0,RU,1554195600,77,54.9675,41.7508,41.29,11.32
La Rioja,0,AR,1554195600,93,-29.4128,-66.8559,66.31,2.93
Chapais,64,CA,1554195600,88,49.7839,-74.8569,19.86,5.95
Sitamau,0,IN,1554195600,23,24.0149,75.3512,100.24,8.19
Kontagora,0,NG,1554195600,28,10.3999,5.4695,91.96,10.2
Ruteng,68,ID,1554195600,95,-8.6111,120.4646,75.04,1.36
Saint Petersburg,0,RU,1554195600,84,59.9387,30.3162,42.03,9.86
Sovetskiy,0,RU,1554195600,96,56.763,48.4743,33.64,5.73
Mildura,0,AU,1554195600,69,-34.1848,142.1625,70.41,2.37
Lishui,92,CN,1554195600,68,28.4531,119.9095,56.86,2.15
Emba,64,CY,1554195600,93,34.8083,32.425,62.46,6.4
Sulangan,8,PH,1554195600,100,11.1373,123.7228,79.9,4.72
Petauke,0,ZM,1554195600,51,-14.2502,31.3331,86.29,6.4
Riyadh,88,SA,1554195600,26,24.632,46.7151,80.51,10.2
Melton,0,AU,1554195600,57,-37.6836,144.5828,66.16,7.96
Bilibino,68,RU,1554195600,79,68.055,166.4449,29.5,5.84
Great Yarmouth,44,GB,1554195600,92,52.6083,1.7305,45.6,8.97
Parabel,32,RU,1554195600,83,58.7137,81.5018,37.96,17.02
Vilyuysk,24,RU,1554195600,54,63.7541,121.6265,38.68,7.4
Russell,8,AR,1554195600,69,-33.0055,-68.7969,59.18,5.17
Magadan,56,RU,1554195600,88,59.5605,150.7989,32.29,7.96
San Vicente,88,SV,1554195600,91,13.6433,-88.7837,74.61,1.92
Keuruu,56,FI,1554195600,65,62.258,24.7084,40.6,7.74
Fairbanks,0,US,1554195600,77,64.8378,-147.7167,28.99,4.16
Carmen,92,PH,1554195600,70,7.2045,124.7954,83.59,2.71
